carat,cut,clarity,depth,table,price,x,y,z
0.78,4,3,99,39,2348,215,219,151
0.78,4,2,103,49,2348,210,217,151
0.7,3,3,96,89,2348,192,188,132
0.3,2,3,88,39,605,68,221,51
0.7,3,2,96,69,2348,197,190,134
0.7,3,2,84,29,2348,201,197,131
0.7,3,2,85,89,2348,201,198,132
0.91,1,2,108,59,2348,232,230,165
0.3,2,2,83,39,2348,205,65,133
0.7,4,2,97,49,2349,191,197,135
0.7,3,2,69,59,2349,212,214,131
0.81,3,4,85,89,2350,225,221,146
0.3,3,2,81,39,2350,68,172,51
0.73,2,2,93,29,2351,209,205,141
0.61,4,7,91,69,2351,171,176,119
0.57,4,7,75,59,2351,163,166,105
0.73,0,7,112,69,2351,196,193,144
0.7,2,5,84,39,2351,198,203,132
0.72,2,2,81,39,2351,209,212,136
0.7,0,5,146,39,2351,173,169,147
0.7,1,5,110,59,2351,192,189,140
0.7,1,5,107,69,2351,195,191,140
0.73,2,2,89,19,2351,212,207,140
0.3,2,2,88,39,2351,207,199,140
0.73,2,3,73,39,2351,215,65,51
0.73,3,7,83,59,2351,209,204,135
0.3,4,2,106,39,605,68,207,51
0.76,4,2,88,39,2352,212,215,142
0.71,3,5,90,69,2352,199,195,133
0.71,3,2,90,59,2352,205,198,136
0.3,2,2,87,49,2352,68,196,132
0.7,3,2,71,89,2352,206,203,127
0.7,2,2,88,39,2352,203,200,136
0.7,3,2,96,59,2352,197,193,135
0.71,2,2,97,49,2352,198,193,136
0.59,2,5,77,49,2352,173,179,113
0.5,2,1,86,39,2352,141,144,51
0.7,3,7,69,69,2352,211,203,127
0.71,1,2,107,49,2352,192,188,138
0.71,0,2,115,69,2352,192,189,143
0.71,0,2,119,69,2352,190,187,144
0.7,3,2,88,89,2352,202,199,134
0.7,0,2,85,115,2352,201,189,129
0.7,3,2,58,99,2352,208,206,121
0.7,2,2,88,110,2352,68,65,140
0.7,1,5,59,113,2352,216,206,124
0.72,3,2,96,79,2352,209,199,141
0.7,0,5,124,89,2352,193,178,145
0.56,2,4,68,29,2352,174,171,106
0.7,2,2,95,49,2352,200,195,136
0.71,3,2,72,69,2352,212,206,130
0.7,4,5,100,49,2353,192,197,137
0.72,4,2,99,49,2353,197,203,140
0.7,2,7,93,19,2353,199,202,137
0.7,2,7,91,29,2353,197,201,135
0.7,2,7,89,39,2353,196,202,134
0.7,1,5,106,69,2353,182,186,134
0.74,4,4,102,49,2353,212,207,148
0.71,4,2,89,89,2354,194,202,133
0.7,3,2,83,49,2354,205,199,132
0.72,2,2,91,19,2354,209,206,140
0.71,1,2,47,99,2354,213,217,119
0.7,3,2,93,69,2354,198,196,135
0.7,4,3,101,49,2354,195,191,137
0.7,2,3,88,59,2354,211,205,130
0.3,1,7,88,39,2355,68,65,139
0.72,3,3,94,69,2355,201,205,139
0.72,2,2,88,49,2355,204,208,51
0.7,2,3,88,39,2355,199,202,134
0.73,2,3,90,79,2355,203,206,138
0.7,2,4,90,49,2355,200,197,134
0.7,3,2,86,69,2355,195,191,128
0.54,4,6,65,39,2356,164,166,100
0.54,2,6,76,39,2356,159,165,104
0.54,2,6,73,29,2356,162,164,103
0.97,0,0,141,29,2357,239,234,189
0.63,2,5,77,39,2357,188,191,121
0.58,2,5,84,29,2357,167,170,112
0.56,2,7,89,39,2357,162,160,110
0.7,3,2,56,69,2357,217,215,125
0.97,2,0,84,9,2357,274,272,176
0.83,1,3,43,89,2358,253,249,137
0.6,2,5,83,39,2358,174,178,116
0.76,2,2,87,39,2358,216,219,144
0.3,0,3,88,39,2358,68,213,51
0.82,0,3,119,59,2358,217,212,161
0.72,4,5,84,69,2359,202,206,134
0.73,4,3,64,49,2359,218,222,132
0.73,4,2,95,69,2359,205,208,142
0.52,2,7,76,29,2359,152,156,100
0.55,2,6,89,39,2359,156,159,108
0.72,2,3,88,49,2359,203,207,137
0.72,2,2,86,19,2359,207,211,138
0.72,2,2,85,19,2359,208,212,138
0.84,0,2,88,49,605,68,65,51
0.58,2,4,76,49,2359,173,172,110
0.78,0,2,114,39,2359,217,210,157
0.7,4,5,76,89,2360,203,207,130
0.73,4,2,103,39,2360,199,203,143
0.77,3,3,50,79,2360,232,226,129
0.71,2,5,91,59,2360,198,203,136
0.57,2,7,88,29,2360,162,161,110
0.57,2,7,89,39,2360,166,162,112
0.72,3,2,61,69,2360,216,212,127
0.71,2,3,90,29,2360,203,201,136
0.57,3,4,74,69,2360,169,163,105
0.77,2,3,78,49,2360,226,223,143
0.57,2,7,83,49,2360,167,162,109
0.75,3,2,66,79,2360,221,215,132
1.2,3,0,97,59,2360,317,311,211
0.72,1,2,105,59,2361,202,197,143
0.3,2,2,88,49,605,68,207,137
0.54,2,1,84,49,2361,153,158,104
0.73,2,2,77,39,2361,215,210,135
0.7,3,3,59,59,2362,216,214,126
0.7,4,5,78,69,2362,200,206,130
0.7,1,5,97,59,2362,192,196,135
0.31,2,5,88,49,544,65,68,51
0.31,3,2,61,69,544,73,79,45
0.31,4,4,96,59,544,60,62,51
0.31,1,2,103,49,544,59,63,54
0.3,3,2,88,39,605,68,71,51
0.31,2,4,85,49,544,63,65,48
0.3,2,5,88,79,544,71,74,45
0.31,4,5,58,79,544,68,72,40
0.31,3,2,94,79,544,62,66,52
0.31,1,2,102,29,544,63,66,56
0.3,2,2,104,39,544,60,65,55
0.31,2,5,59,49,544,76,79,45
0.31,2,5,91,39,544,60,65,50
0.31,3,4,67,69,544,69,71,44
0.31,2,4,85,49,544,65,69,50
0.31,2,5,92,29,544,61,63,50
0.31,1,5,99,39,544,62,68,55
0.31,2,4,79,49,544,66,70,48
0.31,3,5,83,69,544,64,66,48
0.31,1,4,99,59,544,57,61,51
0.31,2,2,95,19,544,66,67,54
0.3,2,4,79,69,605,68,67,47
0.31,1,2,107,39,544,58,62,55
0.31,4,5,97,39,544,59,65,52
0.31,4,5,94,49,544,61,63,51
0.31,1,2,101,29,544,62,66,55
0.31,2,4,94,29,544,65,69,54
0.31,4,5,97,49,544,62,65,53
0.31,3,7,89,59,544,64,68,51
0.31,4,2,97,59,544,60,64,52
0.7,4,5,91,39,2362,197,202,135
0.7,4,5,84,59,2362,201,203,133
0.7,4,5,94,49,2362,193,200,135
0.7,4,5,57,59,2362,208,211,122
0.7,4,5,92,49,2362,194,200,134
0.71,3,5,97,79,2362,197,193,136
0.55,2,7,79,49,2362,156,160,103
0.52,2,7,92,39,2362,146,148,103
0.52,2,7,91,39,2362,143,146,101
0.79,3,5,79,69,2362,227,224,144
0.71,3,3,88,29,2362,208,202,137
0.74,1,2,92,113,2362,209,202,140
0.79,0,2,121,121,2362,183,144,116
0.75,4,3,58,59,2363,226,230,133
0.71,3,5,77,59,2363,203,208,131
0.71,3,5,81,69,2363,205,208,134
0.96,2,0,88,39,2363,261,266,173
0.8,1,3,96,59,2363,217,221,150
0.75,0,2,113,79,2363,196,185,142
0.7,2,4,95,13,2363,197,205,138
0.78,1,3,105,19,2363,213,208,150
0.71,3,3,74,59,2363,208,203,129
0.71,4,2,102,39,2364,195,199,140
0.72,3,2,88,79,2364,205,208,138
0.76,3,3,96,79,2364,212,210,145
0.61,2,5,84,39,2364,177,180,118
0.71,3,2,97,59,2364,197,193,136
0.7,3,4,73,59,2364,208,204,129
1.01,3,0,85,99,2364,272,267,174
0.72,3,3,61,49,2364,220,216,129
0.72,0,2,124,79,2364,193,185,147
0.72,3,3,84,29,2364,210,207,137
0.51,4,7,68,59,2365,151,154,94
0.78,2,3,74,29,2365,230,232,144
0.78,2,4,87,49,2365,219,222,146
0.71,2,3,89,19,2365,204,207,138
0.71,2,3,89,19,2365,203,205,137
0.71,2,3,80,29,2365,208,210,135
0.73,3,5,65,69,2365,225,212,132
0.3,4,7,74,59,2366,64,66,44
0.61,2,4,91,29,2366,177,180,122
0.85,2,2,91,29,2366,241,238,160
0.74,1,2,89,110,2366,207,202,137
0.55,3,7,80,49,2366,161,157,104
0.7,1,4,107,59,2367,198,190,141
0.7,4,7,98,59,2367,195,200,138
0.62,4,1,71,69,2367,183,186,115
0.7,2,7,89,39,2367,199,203,135
0.3,2,2,105,59,2367,191,65,139
0.7,3,4,96,79,2367,192,187,132
0.3,2,4,88,39,605,68,65,51
0.7,1,5,89,89,2367,199,200,134
0.71,4,5,86,59,2368,197,201,132
0.71,4,2,102,59,2368,196,199,140
0.71,4,3,99,39,2368,198,202,139
0.71,2,4,91,69,2368,199,203,136
0.71,2,2,88,49,2368,204,207,137
0.71,2,2,81,59,2368,204,209,134
0.71,2,2,74,39,2368,207,213,132
0.81,3,3,69,69,2368,240,235,146
1.16,3,0,85,99,2368,299,296,193
0.71,2,2,25,120,2368,232,227,51
0.71,4,4,103,39,2368,198,194,140
0.66,3,4,76,59,2368,198,195,125
0.3,3,3,88,39,2368,68,65,137
0.51,4,6,65,69,2369,150,151,91
0.73,4,5,90,49,2369,206,207,139
0.72,4,4,103,49,2369,197,199,141
0.74,1,5,43,49,2369,225,233,125
0.7,3,5,79,99,2369,200,195,127
0.74,3,2,63,79,2369,226,219,133
0.77,3,2,88,59,2369,68,222,141
0.56,2,4,84,49,2369,164,160,108
0.7,0,5,123,49,2369,186,172,140
0.71,4,2,105,39,2370,194,198,141
0.54,3,6,95,59,605,147,152,51
0.97,2,0,84,19,2370,265,260,170
0.7,1,2,51,110,2370,208,200,115
0.71,2,3,85,49,2370,203,207,135
0.79,3,3,96,49,2370,222,219,151
0.73,3,4,80,69,2371,213,215,138
0.73,3,4,71,59,2371,214,218,134
0.8,3,3,53,99,2371,239,237,136
0.52,2,7,87,29,2371,146,150,101
0.77,1,3,88,107,605,233,238,131
0.76,2,2,92,29,2371,218,214,146
0.7,2,5,89,29,2371,194,192,130
0.62,2,4,80,19,2371,186,183,120
0.72,2,3,81,39,2372,206,208,134
0.53,2,1,89,49,2372,147,152,103
0.75,4,2,103,39,2372,206,202,145
0.75,3,3,98,59,2372,209,202,143
0.57,2,7,93,19,2372,166,159,113
0.85,1,4,104,49,2372,232,225,161
0.71,0,2,131,39,2372,192,180,149
0.3,2,2,83,39,2373,68,65,51
0.7,1,5,111,69,2373,191,187,140
0.77,1,2,105,19,2373,216,211,152
0.61,2,5,81,29,2373,179,176,116
0.63,2,5,89,29,2373,181,183,123
0.7,2,3,94,49,2373,194,199,135
0.7,3,3,93,79,2373,197,192,133
0.73,4,3,71,79,2374,213,220,134
0.93,4,0,81,69,2374,253,259,164
0.7,4,2,93,107,2374,201,194,135
0.55,2,7,87,39,2374,156,160,107
0.74,2,5,87,49,2374,214,212,141
0.54,2,7,79,49,2375,158,155,102
0.71,4,3,87,107,2375,205,200,135
0.81,2,3,82,49,2375,231,227,148
0.74,2,2,89,39,2375,217,215,144
0.7,2,2,85,49,2375,201,199,132
0.7,3,4,86,99,2375,200,194,131
0.7,3,2,54,99,2375,214,211,122
0.77,3,5,71,59,2375,227,225,140
1.07,0,0,116,39,2375,284,275,202
0.7,2,5,97,39,2375,201,196,138
0.7,2,3,73,39,2375,211,208,131
0.5,2,7,75,49,2376,151,146,95
0.3,2,5,88,39,2376,68,65,51
0.55,3,5,95,59,2376,159,156,111
0.6,3,4,76,69,2376,180,174,113
0.3,0,2,128,39,2376,68,210,167
0.75,0,2,119,49,2376,195,191,147
0.72,2,5,96,49,2376,205,201,140
0.3,2,3,94,39,2376,68,206,51
0.73,2,3,79,49,2376,211,213,136
0.3,2,2,90,29,2376,68,206,51
0.71,2,2,82,39,2376,204,208,134
0.72,3,3,94,69,2376,205,201,139
0.7,3,3,88,79,2376,203,198,134
0.7,3,3,89,49,2376,199,191,131
1.2,0,0,135,49,2376,288,237,219
1.2,0,0,119,29,2376,296,291,213
1.2,0,0,134,49,2376,288,282,216
0.72,3,2,83,69,2376,202,198,131
0.9,0,3,122,49,2376,232,228,179
0.72,4,3,103,69,2376,197,192,139
0.72,3,3,97,59,2376,205,199,140
0.7,2,3,78,39,2376,209,203,132
0.3,2,2,75,39,2376,248,65,51
0.7,4,5,95,39,2377,68,65,133
0.73,4,2,94,59,2377,206,207,141
0.73,2,2,97,59,2377,203,206,142
0.73,2,2,85,79,2377,208,211,138
0.78,3,2,76,79,2377,228,225,143
0.47,2,6,87,19,2378,129,131,90
0.75,2,3,93,29,2378,213,208,143
0.54,2,4,81,39,2378,161,158,105
1.05,3,0,85,69,2378,289,279,184
0.78,1,3,108,49,2379,215,212,154
0.87,4,2,99,79,2379,234,227,159
0.74,2,2,72,39,2379,217,214,134
0.3,2,7,93,39,2380,160,65,51
0.58,2,7,87,39,2380,166,169,113
0.55,2,6,87,29,2380,158,161,108
0.7,3,5,98,49,2381,198,191,136
0.7,2,4,90,29,2381,203,200,136
0.71,2,2,97,49,2381,202,196,138
0.75,1,6,107,89,2381,201,198,144
0.71,3,2,98,69,2381,200,193,137
0.71,3,2,84,79,2381,210,204,136
0.71,3,2,95,59,2381,205,199,139
0.71,3,2,84,49,2381,204,201,133
0.7,1,4,108,49,2381,193,185,138
0.7,0,4,113,49,2381,196,189,143
0.7,0,4,146,79,2381,181,170,150
0.7,0,4,126,69,2381,189,179,145
0.3,2,2,88,39,605,187,191,141
0.7,4,2,92,59,2382,195,201,135
0.77,2,2,85,39,2382,220,222,145
0.7,2,2,91,39,2382,196,199,134
0.7,1,3,60,79,2382,206,209,122
0.72,2,5,85,49,2383,208,211,138
0.75,4,3,88,39,605,214,221,51
0.72,2,5,88,39,2383,206,210,139
1.12,3,0,72,69,2383,302,299,0
0.75,2,2,83,59,2383,213,217,140
0.55,2,1,79,49,2383,157,162,104
0.74,3,3,60,79,2383,227,221,132
0.7,2,2,82,49,2383,204,201,132
0.7,3,2,79,59,2383,204,200,130
0.71,4,5,79,79,2384,203,208,132
0.7,0,4,30,113,2384,224,219,113
0.7,2,3,84,39,2384,204,200,133
0.7,0,4,126,89,2384,192,177,145
0.7,0,4,124,79,2384,188,181,144
0.72,3,2,89,59,2385,203,200,135
0.72,2,2,98,39,2385,202,199,140
0.72,4,2,99,49,2385,202,198,140
0.72,2,2,77,9,2385,214,210,135
0.6,2,5,90,9,2385,174,175,119
0.72,3,2,88,79,2385,208,205,138
0.75,4,4,101,49,2385,213,205,147
0.72,4,7,95,19,2386,205,211,143
0.7,3,2,81,59,2386,202,215,135
0.7,1,2,104,99,2386,188,191,136
0.7,4,2,97,39,2386,188,196,134
0.83,2,3,63,49,2386,244,242,145
0.78,2,3,74,29,2386,231,230,144
0.71,3,7,82,39,2386,210,206,135
0.71,3,2,81,49,2386,205,203,132
0.71,2,2,92,39,2386,205,202,138
0.7,3,2,98,39,2386,199,196,138
0.7,2,6,96,42,2386,196,200,137
0.81,2,3,85,69,2386,223,232,149
0.71,2,3,84,49,2386,203,206,134
0.71,3,2,80,89,2386,202,197,129
0.71,2,2,90,39,2386,206,200,137
0.71,3,2,85,59,2386,205,202,134
0.71,2,2,82,49,2386,207,202,133
0.78,1,2,107,110,2386,213,201,149
0.83,3,3,97,49,2386,230,227,157
0.83,0,3,112,49,2386,224,217,161
0.71,3,3,90,49,2386,205,199,136
0.71,2,7,90,39,605,68,206,137
0.3,2,2,88,39,2387,203,207,51
0.78,3,2,87,59,2387,224,218,146
0.51,3,7,92,69,2387,144,137,99
0.52,2,6,74,49,2387,152,157,98
0.71,2,3,81,29,2387,207,210,135
0.52,2,1,85,39,2387,150,146,100
0.65,3,4,62,99,2387,203,197,119
1.02,3,0,81,49,2387,278,267,174
0.51,3,7,76,79,2387,154,145,96
0.73,1,3,101,49,2388,200,203,142
0.71,2,3,61,39,2388,220,215,129
0.52,2,6,88,19,2388,147,150,101
0.7,1,3,105,59,2388,195,191,139
0.71,3,2,88,79,2388,199,195,132
0.7,4,6,56,89,2389,209,213,122
0.7,4,4,96,59,2389,190,200,135
0.79,3,2,85,79,2389,224,222,146
0.76,2,3,89,69,2389,212,215,143
0.62,3,1,57,59,2389,196,189,112
0.7,4,6,84,59,2390,200,202,132
0.7,1,4,99,49,2390,190,198,136
0.7,1,3,109,69,2390,184,189,137
0.7,2,5,91,19,2390,198,203,136
0.7,2,5,93,19,2390,199,202,137
0.71,1,3,90,39,2390,194,197,132
0.91,0,2,131,39,2390,223,230,176
0.63,3,5,72,59,2391,191,190,119
0.74,4,3,86,79,2391,209,211,139
0.54,2,2,87,79,605,68,65,105
0.77,3,3,87,69,2391,219,215,144
0.54,1,7,43,89,2391,178,170,93
0.77,4,5,99,59,2391,217,201,146
0.65,2,5,95,49,2392,187,181,128
0.61,3,7,65,59,2392,187,184,112
1.03,3,0,96,29,2392,274,273,185
0.72,4,5,101,49,2393,197,203,141
0.73,4,2,63,59,2393,216,222,131
0.6,3,7,92,89,2393,167,162,114
0.52,2,1,85,39,2393,147,149,100
0.73,3,4,71,59,2393,218,214,134
0.73,3,3,63,99,2393,220,215,130
0.75,2,3,94,29,2393,217,212,146
0.73,3,3,51,59,2393,226,222,127
0.72,2,3,81,39,2393,208,206,134
0.73,3,4,80,69,2393,215,213,138
0.77,1,2,98,113,2393,213,205,145
0.7,4,4,83,59,2394,197,203,131
0.7,4,7,92,89,2394,191,206,135
0.7,1,5,98,89,2394,182,195,132
0.7,3,2,82,79,2394,200,205,132
0.7,2,2,77,49,2394,208,210,133
0.7,1,7,102,69,2394,188,191,135
0.7,1,7,101,29,2394,192,198,138
0.7,1,5,110,79,2394,189,195,141
0.7,1,5,102,79,2394,190,192,136
0.7,3,5,75,69,2394,197,199,125
0.7,3,2,65,79,2394,212,210,127
0.7,1,2,105,49,2394,189,188,136
0.7,4,4,100,29,2394,194,189,135
0.7,3,4,92,69,2394,195,186,130
0.7,0,3,119,7,2394,195,188,146
0.75,3,3,73,59,2394,222,217,137
0.7,3,2,69,39,2394,215,209,130
0.79,4,2,77,107,2394,220,215,138
0.7,3,2,76,39,2394,203,197,127
0.7,2,3,118,9,2394,192,187,144
0.73,4,3,89,59,2395,206,212,140
0.73,4,3,61,49,2395,219,226,132
0.53,4,1,64,59,2395,159,163,97
0.71,4,5,94,69,2395,197,199,136
0.58,2,7,86,39,2395,167,170,113
0.7,0,4,64,115,2395,211,205,125
0.76,4,2,94,59,2396,207,215,144
0.72,4,5,97,59,2396,201,206,141
0.72,4,2,96,79,2396,209,199,141
0.71,1,2,130,29,2396,180,184,146
0.3,2,0,88,69,2396,258,254,51
0.7,4,2,64,107,2396,203,196,120
0.3,2,0,88,115,605,279,269,178
0.7,3,2,80,99,2396,296,204,129
1.21,0,0,118,59,2396,296,291,212
0.7,3,2,86,69,2396,194,188,127
0.72,0,4,132,49,2396,191,182,150
0.71,4,3,100,49,2397,197,201,140
0.3,2,2,60,39,605,68,65,51
0.31,1,2,102,29,544,62,64,55
0.31,4,2,69,89,544,66,71,44
0.31,4,4,82,89,544,64,67,48
0.31,4,4,85,89,544,62,65,48
0.31,2,5,92,19,544,67,70,54
0.31,3,4,65,59,544,72,74,45
0.31,1,4,99,49,544,62,65,54
0.31,2,5,84,19,544,70,72,52
0.3,2,5,88,39,544,66,76,51
0.31,2,5,90,39,544,62,65,50
0.3,2,2,99,59,544,68,65,51
0.31,3,5,67,69,544,69,71,44
0.31,1,2,100,69,544,55,62,51
0.31,3,5,90,69,544,61,66,50
0.31,2,7,84,49,544,66,70,50
0.26,4,6,82,39,545,44,46,35
0.26,4,6,80,39,545,41,44,33
0.26,4,6,84,39,545,45,48,36
0.26,4,6,86,49,545,37,41,33
0.35,4,5,66,99,545,88,94,56
0.26,2,7,88,39,545,43,46,37
0.26,2,7,82,39,545,42,45,34
0.26,2,7,91,39,545,38,41,35
0.26,2,6,90,29,545,40,42,36
0.3,2,5,86,19,545,65,68,50
0.3,2,5,91,59,545,57,59,47
0.3,2,5,88,19,545,64,66,50
0.3,2,5,80,29,545,66,69,48
0.3,2,5,84,59,545,58,61,45
0.71,4,3,95,69,2397,201,206,140
0.71,2,4,84,26,2397,202,216,135
0.73,2,4,75,39,2397,216,212,135
0.7,4,7,99,49,2398,194,199,138
0.7,4,4,92,39,2398,196,200,135
0.55,2,1,88,29,2398,156,160,108
0.7,2,5,92,39,2398,194,203,135
0.7,2,4,92,39,2398,197,199,135
0.7,2,4,89,49,2398,200,202,135
0.3,2,3,88,49,2398,196,200,51
0.72,2,3,91,19,2398,206,209,140
0.72,2,3,87,29,2398,207,209,138
0.7,2,3,87,49,2398,197,200,132
0.71,2,3,80,49,2398,205,213,135
0.67,1,7,106,89,2398,177,185,133
0.72,3,2,95,69,2398,204,200,139
0.71,3,4,96,59,2398,201,198,138
0.72,3,2,93,49,2398,204,198,137
0.72,2,2,57,39,2398,222,219,128
0.74,3,3,93,39,2398,212,206,142
0.72,3,2,83,39,2398,211,208,137
0.72,1,2,105,69,2398,199,194,141
0.74,3,3,98,39,2398,208,206,144
1.0,0,0,117,39,2398,251,246,183
0.74,4,3,101,49,2398,204,201,143
0.55,4,7,72,39,2399,167,169,105
0.76,2,2,84,19,2399,217,223,144
0.55,2,1,74,39,2399,162,164,103
0.56,2,1,88,39,2399,164,159,110
0.7,4,4,71,107,2399,208,204,128
0.62,3,7,60,69,2399,189,187,111
0.7,0,4,27,99,2399,225,214,110
0.76,3,3,68,69,2399,225,221,136
0.76,2,2,86,49,2399,220,214,143
0.71,4,7,63,79,2400,213,218,129
0.7,4,4,69,89,2400,205,212,128
0.7,4,5,82,49,2400,204,207,134
0.7,4,5,73,49,2400,205,210,130
0.78,2,5,77,49,2400,223,228,143
0.7,4,5,90,39,2400,201,205,137
0.7,4,5,92,69,2400,195,202,135
0.7,4,5,97,39,2400,197,204,139
0.7,4,5,71,69,2400,207,210,129
0.7,4,5,89,59,2400,199,203,135
0.7,4,5,80,39,2400,203,209,133
0.7,4,5,57,49,2400,210,216,124
0.58,2,2,98,39,2400,68,166,116
0.71,2,2,80,59,2400,208,210,135
0.8,0,3,139,39,2400,207,204,166
0.58,2,5,86,49,2401,170,166,113
0.72,4,4,75,39,2401,209,213,133
0.7,4,2,103,39,2401,189,197,138
0.78,4,3,105,38,2401,213,216,153
0.72,4,3,90,69,2401,203,210,139
0.7,4,2,97,69,2401,193,198,136
0.7,4,2,81,69,2401,199,205,131
0.7,1,2,84,113,2401,202,197,131
0.7,1,2,40,107,2401,215,218,116
0.7,3,2,90,69,2401,200,204,136
0.7,1,2,106,79,2401,191,194,139
0.7,1,4,108,39,2401,191,196,141
0.77,2,3,85,39,2401,222,227,147
0.3,2,2,86,29,2401,202,206,135
0.7,4,2,66,69,2401,205,211,126
0.7,2,3,71,39,2401,204,208,128
0.7,3,2,88,69,605,68,202,134
0.7,1,2,100,49,2401,193,199,138
0.72,2,3,81,29,2401,206,215,136
0.78,0,3,117,31,2401,206,213,157
0.58,2,7,87,39,2401,169,166,113
0.73,0,5,69,113,2401,222,212,133
0.71,0,4,132,99,2401,185,180,147
0.71,3,4,85,39,2401,212,198,135
0.58,2,7,93,39,2401,165,160,113
0.58,3,4,60,79,2401,177,172,103
0.73,4,2,83,69,2402,207,212,137
0.57,2,7,85,39,2402,162,166,110
0.65,2,5,84,49,2402,186,190,124
0.61,4,7,92,29,2403,175,178,121
0.7,4,2,65,48,2403,204,217,127
0.76,2,3,87,49,2403,218,221,145
0.81,3,2,62,79,2403,242,239,143
0.71,4,2,87,49,2404,203,210,137
0.72,4,2,90,69,2404,203,207,138
0.56,2,7,78,39,2404,163,167,107
0.63,1,1,61,99,2404,197,201,118
0.76,2,3,85,39,2404,219,217,143
0.71,2,2,87,39,2404,207,202,136
0.7,4,4,82,49,2405,202,205,133
0.78,4,3,94,69,2405,212,216,146
0.82,3,2,94,49,2405,229,225,154
0.7,2,3,74,39,2405,204,209,130
0.7,1,3,75,89,2405,200,202,127
0.72,3,5,91,69,2405,208,200,138
0.65,4,4,61,39,2406,195,207,118
0.7,3,6,77,79,2406,207,202,130
0.62,2,4,88,19,2406,177,181,121
0.3,2,2,88,39,2406,68,209,51
0.65,2,4,85,39,2406,184,65,51
0.7,2,2,92,29,2407,200,195,135
0.7,3,2,87,69,2407,205,197,134
0.53,2,7,90,39,2407,150,154,105
0.53,2,6,85,49,2407,148,152,101
0.7,1,2,104,99,2407,191,188,136
0.7,4,2,71,69,2409,204,213,129
0.7,4,2,79,49,2409,201,204,130
0.7,4,2,78,69,2409,198,201,128
0.7,2,2,90,39,2409,199,201,135
0.7,2,2,89,29,2409,199,203,135
0.7,1,2,55,79,2409,206,212,120
0.73,4,3,101,49,2409,203,200,142
0.8,3,3,84,69,2409,223,217,144
0.71,3,3,64,69,605,68,206,51
0.73,3,3,76,79,2409,218,209,135
0.72,2,3,81,29,2410,209,212,136
0.74,2,3,84,29,2410,212,218,141
0.7,2,2,94,29,2410,198,201,137
0.71,3,3,58,79,2410,221,218,128
0.61,4,1,98,59,2411,167,174,121
0.7,1,3,109,69,2411,189,184,137
0.3,4,4,99,39,2411,68,65,51
0.6,2,7,84,29,2413,175,178,117
0.8,4,5,101,29,2414,219,224,155
0.81,0,5,114,69,2414,214,209,156
0.7,2,2,87,39,2414,197,202,133
0.72,0,5,122,39,2414,199,191,150
0.7,3,2,76,59,2415,209,205,131
0.74,3,2,75,69,2415,216,213,135
0.7,0,4,126,39,2415,185,180,144
0.7,2,2,77,49,2415,210,208,133
0.7,4,7,102,69,2415,191,188,135
0.7,4,7,101,29,2415,198,192,138
0.7,1,5,110,79,2415,195,189,141
0.7,4,7,69,107,2415,212,205,128
0.7,2,2,88,29,2415,203,201,135
0.7,3,5,98,89,2415,195,182,132
0.7,1,5,107,9,2415,196,192,141
0.7,3,5,81,59,2415,203,198,129
0.7,3,2,94,79,2415,192,188,131
0.75,3,3,74,39,2415,225,221,140
0.7,3,5,75,69,2415,199,197,125
0.7,4,5,102,79,2415,192,190,136
0.7,3,7,92,89,2415,206,191,135
0.7,2,3,88,49,2415,199,196,132
0.7,3,2,73,49,2415,206,199,127
0.75,3,2,72,59,2415,219,215,135
0.71,4,2,98,29,2416,196,202,139
0.71,1,5,100,49,2416,194,197,137
0.3,2,2,77,49,605,68,217,137
0.71,2,3,91,39,2416,199,203,136
0.71,2,3,83,29,2416,203,211,135
0.71,2,2,84,39,2416,202,206,134
1.01,2,0,84,39,2416,276,275,178
0.7,2,2,96,39,2417,194,199,136
0.76,4,3,66,59,2418,225,227,137
0.72,3,5,84,49,2418,215,209,139
0.64,2,5,91,39,2419,182,184,125
0.64,2,5,88,39,2419,68,190,122
0.5,2,1,80,49,2419,142,146,95
0.51,3,7,61,69,2419,156,148,90
0.72,2,7,90,19,2420,204,209,139
0.71,1,2,99,69,2420,193,206,140
0.71,4,2,88,29,2420,203,207,137
0.79,3,2,98,19,2420,221,217,150
0.72,2,3,83,29,2420,210,213,138
0.64,2,1,73,49,2420,189,193,120
0.7,4,6,77,79,2421,199,202,128
0.7,4,4,63,79,2421,205,207,123
0.7,4,2,99,39,2421,193,200,138
0.7,2,3,82,29,2421,204,208,134
0.7,1,4,62,99,2421,202,205,121
0.72,1,2,104,29,2421,202,195,142
0.58,2,7,98,39,2421,166,159,116
0.7,4,4,89,39,2422,196,199,133
0.76,4,3,88,49,2422,213,217,143
0.72,2,3,88,29,2422,207,210,139
0.72,2,3,80,19,2422,212,217,138
0.72,4,4,103,29,2422,206,199,144
0.78,2,5,77,49,2422,228,223,143
0.9,0,3,145,89,2422,235,217,185
0.3,4,4,88,39,605,68,206,140
0.74,4,3,106,39,2423,201,205,146
0.71,4,3,90,59,2423,196,201,134
0.74,2,3,95,39,2423,206,211,143
0.71,2,2,82,29,2423,68,210,135
0.7,1,2,106,79,2423,194,191,139
0.7,3,2,97,69,2423,198,193,136
0.7,3,2,90,69,2423,204,200,136
0.7,2,2,86,29,2423,206,202,135
0.7,3,2,81,69,2423,205,199,131
0.7,3,2,87,69,2423,202,200,134
0.7,4,2,100,49,2423,199,193,138
